Emp ID,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Role
751,36-45,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,Upto 5k,2,No,11,3,0,15,4,3,4,3,1,3,Research & Development_Laboratory Technician
752,36-45,No,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,Upto 5k,0,No,15,3,0,4,6,3,3,2,1,2,Research & Development_Manufacturing Director
753,36-45,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,5k-10k,6,No,20,4,1,13,3,3,5,4,0,4,Research & Development_Healthcare Representative
754,36-45,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,5k-10k,6,No,14,3,2,10,2,2,3,2,0,2,Research & Development_Healthcare Representative
755,36-45,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,Upto 5k,3,No,15,3,0,17,2,2,13,7,6,7,Sales_Sales Representative
756,36-45,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,6134,5k-10k,5,Yes,13,3,3,16,3,3,2,2,2,2,Sales_Sales Executive
757,36-45,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,8321,5k-10k,7,Yes,13,3,1,15,1,3,12,8,5,7,Research & Development_Healthcare Representative
758,36-45,No,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,2,Research Scientist,2,Married,6962,5k-10k,4,Yes,22,4,1,15,2,3,1,0,0,0,Research & Development_Research Scientist
759,36-45,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,5673,5k-10k,1,Yes,13,3,1,10,4,3,10,9,1,7,Sales_Sales Executive
760,36-45,No,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,2,Human Resources,4,Single,3886,Upto 5k,1,No,21,4,0,10,2,2,10,1,0,8,Human Resources_Human Resources
761,36-45,No,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,2,Sales Executive,2,Married,5507,5k-10k,2,No,16,3,2,12,1,1,4,2,1,3,Sales_Sales Executive
762,36-45,No,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,2810,Upto 5k,1,No,22,4,0,5,3,3,5,4,0,2,Research & Development_Laboratory Technician
763,36-45,No,Travel_Rarely,Sales,3,3,Medical,1,Female,2,3,Sales Executive,4,Married,7644,5k-10k,0,No,19,3,2,10,2,3,9,7,3,4,Sales_Sales Executive
764,36-45,No,Travel_Frequently,Research & Development,4,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,5131,5k-10k,7,No,13,3,3,18,3,3,4,2,0,2,Research & Development_Manufacturing Director
765,36-45,No,Non-Travel,Sales,15,4,Marketing,4,Male,1,2,Sales Executive,4,Divorced,5406,5k-10k,1,No,24,4,1,15,4,2,15,12,11,11,Sales_Sales Executive
766,36-45,No,Travel_Rarely,Sales,11,4,Marketing,2,Female,2,2,Sales Executive,4,Married,6652,5k-10k,4,No,13,3,1,8,2,2,6,3,0,0,Sales_Sales Executive
767,36-45,No,Travel_Frequently,Research & Development,23,2,Medical,3,Male,4,2,Laboratory Technician,4,Married,2571,Upto 5k,4,No,17,3,1,17,3,3,5,2,0,3,Research & Development_Laboratory Technician
768,36-45,No,Travel_Frequently,Research & Development,23,2,Medical,3,Male,4,2,Laboratory Technician,4,Married,2571,Upto 5k,4,No,17,3,1,17,3,3,5,2,0,2,Research & Development_Laboratory Technician
769,36-45,Yes,Travel_Rarely,Research & Development,2,2,Other,4,Male,2,1,Laboratory Technician,3,Single,2090,Upto 5k,6,Yes,15,3,0,7,3,3,0,0,0,0,Research & Development_Laboratory Technician
770,36-45,No,Travel_Rarely,Research & Development,19,2,Life Sciences,2,Male,3,1,Research Scientist,2,Married,3022,Upto 5k,4,No,21,4,0,8,1,3,1,0,0,0,Research & Development_Research Scientist
771,36-45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Divorced,5993,5k-10k,1,No,18,3,1,7,2,4,7,5,0,7,Research & Development_Manufacturing Director
772,36-45,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,3,Research Director,3,Single,13664,10k-15k,4,No,13,3,0,16,3,4,5,2,0,2,Research & Development_Research Director
773,36-45,Yes,Travel_Rarely,Human Resources,6,4,Human Resources,3,Male,3,1,Human Resources,1,Divorced,2073,Upto 5k,4,Yes,22,4,0,7,3,3,3,2,0,2,Human Resources_Human Resources
774,36-45,No,Non-Travel,Research & Development,2,2,Life Sciences,3,Male,2,2,Healthcare Representative,4,Divorced,5163,5k-10k,5,No,14,3,1,17,2,4,1,0,0,0,Research & Development_Healthcare Representative
775,36-45,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,3,3,Sales Executive,4,Single,7428,5k-10k,2,No,12,3,0,12,3,3,5,3,1,3,Sales_Sales Executive
776,36-45,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,3564,Upto 5k,1,Yes,12,3,1,8,3,2,8,7,1,7,Research & Development_Research Scientist
777,36-45,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,10k-15k,1,Yes,14,3,3,10,1,3,10,8,0,7,Research & Development_Research Director
778,36-45,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,Upto 5k,4,No,17,3,1,13,2,3,9,8,5,8,Sales_Sales Representative
779,36-45,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,5k-10k,4,No,14,3,1,7,5,4,5,4,0,1,Sales_Sales Executive
780,36-45,No,Non-Travel,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,13603,10k-15k,2,Yes,18,3,2,15,2,3,5,2,0,2,Research & Development_Research Director
781,36-45,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,Upto 5k,1,No,12,3,0,17,3,3,17,12,5,7,Research & Development_Research Scientist
782,36-45,No,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,2326,Upto 5k,1,Yes,12,3,3,4,3,2,4,2,1,2,Research & Development_Research Scientist
783,36-45,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,5k-10k,7,No,16,3,2,8,2,2,6,2,0,4,Research & Development_Manufacturing Director
784,36-45,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,5k-10k,4,Yes,13,3,2,13,2,3,7,7,6,7,Research & Development_Research Scientist
785,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,Upto 5k,6,No,20,4,1,17,3,3,5,4,0,3,Research & Development_Laboratory Technician
786,36-45,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,Upto 5k,1,No,12,3,1,18,2,2,18,7,12,17,Research & Development_Laboratory Technician
787,36-45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,4197,Upto 5k,2,Yes,12,3,0,18,2,2,1,0,0,1,Research & Development_Manufacturing Director
788,36-45,No,Non-Travel,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,Upto 5k,3,Yes,15,3,2,15,2,3,13,11,10,7,Research & Development_Research Scientist
789,36-45,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,5k-10k,4,No,17,3,0,12,3,4,6,5,1,2,Research & Development_Manufacturing Director
790,36-45,No,Non-Travel,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,5k-10k,1,No,13,3,1,9,6,3,9,5,7,7,Sales_Sales Executive
791,36-45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,5k-10k,6,No,12,3,1,8,2,2,6,5,4,3,Research & Development_Manufacturing Director
792,36-45,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,5k-10k,4,Yes,11,3,1,17,3,2,3,0,1,0,Sales_Sales Executive
793,36-45,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9434,5k-10k,1,No,15,3,1,10,2,3,10,7,7,8,Research & Development_Manufacturing Director
794,36-45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,Upto 5k,3,No,17,3,0,4,2,3,1,0,0,0,Research & Development_Research Scientist
795,36-45,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,2782,Upto 5k,0,Yes,13,3,2,6,3,2,5,3,4,3,Research & Development_Research Scientist
796,36-45,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,5k-10k,4,No,19,3,2,9,2,3,1,0,0,0,Sales_Sales Executive
797,36-45,No,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,Upto 5k,5,No,15,3,1,10,3,3,5,4,0,0,Sales_Sales Representative
798,36-45,No,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,5k-10k,1,Yes,13,3,0,10,2,3,10,0,0,9,Sales_Sales Executive
799,36-45,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,10609,10k-15k,5,No,11,3,0,17,2,1,14,1,11,7,Sales_Sales Executive
800,36-45,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,4777,Upto 5k,5,No,15,3,0,15,2,1,1,0,0,0,Research & Development_Healthcare Representative
801,36-45,No,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,Upto 5k,3,No,15,3,0,8,3,2,4,3,0,1,Research & Development_Healthcare Representative
802,36-45,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,5k-10k,2,Yes,14,3,3,8,5,3,1,0,0,0,Sales_Sales Executive
803,36-45,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,5k-10k,7,No,13,3,2,9,2,3,6,2,1,3,Research & Development_Healthcare Representative
804,36-45,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,5k-10k,1,No,13,3,1,14,2,2,14,8,3,11,Research & Development_Manufacturing Director
805,36-45,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,Upto 5k,7,Yes,15,3,0,8,2,3,6,4,1,3,Research & Development_Research Scientist
806,36-45,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,Upto 5k,4,No,18,3,0,8,6,3,3,2,0,2,Research & Development_Laboratory Technician
807,36-45,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,Upto 5k,0,No,14,3,0,7,2,1,6,5,1,3,Research & Development_Laboratory Technician
808,36-45,No,Travel_Rarely,Research & Development,13,3,Medical,1,Male,3,2,Research Scientist,4,Married,4285,Upto 5k,1,No,17,3,0,10,2,3,10,8,3,7,Research & Development_Research Scientist
809,36-45,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,5k-10k,3,No,17,3,3,9,2,2,4,3,0,2,Research & Development_Manufacturing Director
810,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,3936,Upto 5k,1,No,11,3,1,8,2,1,8,4,7,7,Research & Development_Research Scientist
811,36-45,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,5k-10k,1,No,14,3,2,6,2,2,6,3,1,3,Sales_Sales Executive
812,36-45,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,4189,Upto 5k,1,No,14,3,2,5,2,3,5,2,0,3,Sales_Sales Executive
813,36-45,No,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,4071,Upto 5k,2,No,13,3,0,19,4,2,10,0,4,7,Human Resources_Human Resources
814,36-45,Yes,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,4213,Upto 5k,1,No,15,3,0,10,4,1,10,3,0,8,Research & Development_Manufacturing Director
815,36-45,No,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,2,Research Scientist,1,Married,4284,Upto 5k,5,Yes,22,4,1,16,2,3,5,3,0,4,Research & Development_Research Scientist
816,36-45,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,4,3,Research Director,4,Married,13744,10k-15k,1,Yes,25,4,1,16,2,3,16,11,6,8,Research & Development_Research Director
817,36-45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,3944,Upto 5k,5,Yes,11,3,0,6,3,3,3,2,1,2,Research & Development_Research Scientist
818,36-45,No,Travel_Frequently,Research & Development,29,5,Life Sciences,4,Female,3,2,Laboratory Technician,4,Single,2406,Upto 5k,1,No,11,3,0,10,2,3,10,3,9,9,Research & Development_Laboratory Technician
819,36-45,No,Non-Travel,Research & Development,6,3,Medical,2,Female,1,2,Research Scientist,4,Divorced,5329,5k-10k,7,Yes,12,3,3,17,3,3,13,11,1,9,Research & Development_Research Scientist
820,36-45,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,5k-10k,4,No,22,4,0,12,2,4,8,3,0,7,Sales_Sales Executive
821,36-45,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,Upto 5k,1,No,12,3,0,2,3,3,2,2,2,1,Research & Development_Laboratory Technician
822,36-45,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,5k-10k,9,No,14,3,0,14,3,3,1,0,0,0,Research & Development_Manufacturing Director
823,36-45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,5k-10k,3,No,18,3,1,9,3,1,7,7,1,7,Research & Development_Manufacturing Director
824,36-45,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,5k-10k,7,Yes,19,3,0,17,2,3,1,0,0,0,Research & Development_Healthcare Representative
825,36-45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,10k-15k,0,No,12,3,2,17,6,2,16,10,5,13,Sales_Sales Executive
826,36-45,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,5k-10k,3,No,18,3,1,13,0,3,8,7,7,5,Sales_Sales Executive
827,36-45,No,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,5k-10k,1,Yes,24,4,1,8,3,3,8,0,7,7,Sales_Sales Executive
828,36-45,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,5k-10k,9,No,14,3,1,10,2,3,2,2,1,2,Research & Development_Healthcare Representative
829,36-45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,10k-15k,3,No,17,3,1,19,2,3,10,8,0,1,Research & Development_Research Director
830,36-45,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,10k-15k,0,Yes,14,3,1,12,3,3,11,10,2,9,Research & Development_Research Director
831,36-45,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,Upto 5k,1,Yes,23,4,1,1,3,3,1,0,0,0,Research & Development_Laboratory Technician
832,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,9824,5k-10k,3,No,19,3,1,18,4,3,1,0,0,0,Research & Development_Healthcare Representative
833,36-45,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,2619,Upto 5k,3,No,17,3,0,8,3,2,0,0,0,0,Research & Development_Research Scientist
834,36-45,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,Upto 5k,0,No,20,4,0,8,2,3,7,7,0,5,Sales_Sales Executive
835,36-45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,7625,5k-10k,0,No,13,3,0,10,4,2,9,7,1,8,Research & Development_Healthcare Representative
836,36-45,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,5k-10k,4,Yes,14,3,0,10,4,4,1,0,0,0,Research & Development_Manufacturing Director
837,36-45,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,3057,Upto 5k,6,Yes,13,3,1,6,0,1,1,0,0,1,Research & Development_Research Scientist
838,36-45,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,5980,5k-10k,6,Yes,12,3,0,17,2,3,15,7,4,12,Research & Development_Manufacturing Director
839,36-45,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,5k-10k,2,No,15,3,1,13,3,2,4,3,1,2,Research & Development_Healthcare Representative
840,36-45,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,Upto 5k,0,No,19,3,1,3,3,3,2,2,1,2,Sales_Sales Representative
841,36-45,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,3,Research Director,1,Married,13582,10k-15k,1,No,13,3,1,15,3,3,15,12,5,11,Research & Development_Research Director
842,36-45,No,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,5k-10k,1,Yes,13,3,0,6,1,3,5,3,1,3,Sales_Sales Executive
843,36-45,No,Travel_Frequently,Research & Development,10,1,Medical,3,Male,3,1,Research Scientist,3,Married,2684,Upto 5k,0,No,17,3,1,3,0,2,2,1,0,2,Research & Development_Research Scientist
844,36-45,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6861,5k-10k,8,Yes,12,3,0,19,1,3,1,0,0,0,Sales_Sales Executive
845,36-45,No,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,Married,2821,Upto 5k,3,No,16,3,1,8,2,3,2,2,2,2,Research & Development_Research Scientist
846,36-45,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,5k-10k,0,No,18,3,1,20,4,2,19,9,1,9,Research & Development_Healthcare Representative
847,36-45,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,5k-10k,0,Yes,14,3,2,9,2,3,8,7,2,7,Sales_Sales Executive
848,36-45,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,5k-10k,7,No,16,3,0,10,2,3,1,0,0,0,Sales_Sales Executive
849,36-45,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,Upto 5k,1,No,13,3,1,7,2,4,7,6,5,0,Human Resources_Human Resources
850,36-45,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,5k-10k,3,No,15,3,1,11,3,3,7,7,1,7,Sales_Sales Executive
851,36-45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,Upto 5k,1,No,11,3,3,4,2,3,4,2,0,3,Research & Development_Research Scientist
852,36-45,No,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,6077,5k-10k,3,No,11,3,0,10,2,3,6,3,1,2,Human Resources_Human Resources
853,36-45,Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,4855,Upto 5k,4,No,11,3,2,7,2,3,5,2,1,4,Research & Development_Manufacturing Director
854,36-45,No,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,9924,5k-10k,0,No,11,3,1,10,3,3,9,8,7,7,Sales_Sales Executive
855,36-45,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,Upto 5k,2,No,12,3,0,8,5,4,3,2,1,2,Sales_Sales Executive
856,36-45,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,5k-10k,3,Yes,19,3,1,10,6,4,5,4,0,2,Research & Development_Manufacturing Director
857,36-45,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,Upto 5k,7,No,15,3,2,19,4,4,13,11,2,9,Research & Development_Research Scientist
858,36-45,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,Upto 5k,1,No,22,4,0,4,3,3,4,3,3,3,Research & Development_Laboratory Technician
859,36-45,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,Upto 5k,7,No,19,3,1,7,5,2,0,0,0,0,Research & Development_Laboratory Technician
860,36-45,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,Upto 5k,4,No,14,3,1,9,4,2,6,1,0,5,Research & Development_Laboratory Technician
861,36-45,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,5811,5k-10k,3,Yes,16,3,1,15,2,3,1,0,1,0,Research & Development_Healthcare Representative
862,36-45,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,3702,Upto 5k,1,No,11,3,1,5,3,3,5,4,0,4,Research & Development_Laboratory Technician
863,36-45,No,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,2592,Upto 5k,5,No,13,3,3,13,3,3,11,10,3,8,Human Resources_Human Resources
864,36-45,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,2,Sales Representative,4,Married,5405,5k-10k,2,Yes,20,4,2,20,4,2,4,2,0,3,Sales_Sales Representative
865,36-45,No,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,2,Research Scientist,2,Divorced,2133,Upto 5k,1,Yes,16,3,1,20,3,3,20,11,0,7,Research & Development_Research Scientist
866,36-45,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,4771,Upto 5k,2,No,19,3,2,10,0,4,5,2,0,3,Research & Development_Research Scientist
867,36-45,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,2858,Upto 5k,4,No,14,3,0,20,3,2,1,0,0,0,Sales_Sales Representative
868,36-45,No,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,1,Human Resources,2,Married,2991,Upto 5k,0,Yes,11,3,1,7,2,3,6,2,1,2,Human Resources_Human Resources
869,36-45,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,3,2,Sales Executive,2,Married,4440,Upto 5k,0,No,15,3,2,16,3,3,15,13,5,8,Sales_Sales Executive
870,36-45,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,5321,5k-10k,2,No,11,3,1,10,1,3,8,3,7,7,Research & Development_Manufacturing Director
871,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,1,3,Research Director,3,Married,13206,10k-15k,3,No,12,3,1,20,3,3,18,16,1,11,Research & Development_Research Director
872,36-45,No,Travel_Frequently,Sales,10,2,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5343,5k-10k,1,No,11,3,1,10,1,3,10,7,1,9,Sales_Sales Executive
873,36-45,Yes,Travel_Rarely,Sales,5,3,Technical Degree,4,Male,3,2,Sales Representative,4,Married,2086,Upto 5k,3,No,14,3,1,19,6,4,1,0,0,0,Sales_Sales Representative
874,36-45,No,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,2,2,Sales Executive,3,Married,5902,5k-10k,4,No,14,3,1,17,1,4,15,11,5,9,Sales_Sales Executive
875,36-45,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,Upto 5k,7,No,14,3,3,7,1,3,3,2,1,2,Research & Development_Laboratory Technician
876,36-45,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,5k-10k,0,No,17,3,3,19,5,2,18,10,3,7,Research & Development_Healthcare Representative
877,36-45,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,4,Manager,1,Married,17068,15k+,1,Yes,14,3,0,21,3,3,21,9,11,10,Research & Development_Manager
878,36-45,No,Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,5,Manager,4,Married,19272,15k+,1,No,15,3,1,21,2,3,21,9,13,3,Research & Development_Manager
879,36-45,Yes,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,Married,5238,5k-10k,4,Yes,18,3,0,12,3,2,1,0,0,0,Sales_Sales Executive
880,36-45,No,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,19197,15k+,1,Yes,14,3,1,21,3,3,21,8,1,6,Research & Development_Manager
881,36-45,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,Upto 5k,1,No,11,3,1,8,3,3,8,3,0,7,Research & Development_Laboratory Technician
882,36-45,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,4553,Upto 5k,1,No,11,3,0,20,4,3,20,7,11,10,Research & Development_Healthcare Representative
883,36-45,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,5k-10k,9,No,15,3,1,12,3,1,8,3,3,6,Human Resources_Human Resources
884,36-45,No,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,5204,5k-10k,8,No,11,3,2,13,2,3,5,4,0,4,Human Resources_Human Resources
885,36-45,Yes,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,2404,Upto 5k,7,Yes,21,4,0,8,2,1,2,2,2,2,Research & Development_Laboratory Technician
886,36-45,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,7880,5k-10k,0,No,18,3,0,9,3,3,8,7,0,7,Sales_Sales Executive
